Country Name,Country Code,year,gdp,Region,IncomeGroup
Kiribati,KIR,1961-01-01,,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1961-01-01,12483302.125078,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1961-01-01,2417628736.52655,East Asia & Pacific,High income
Kuwait,KWT,1961-01-01,,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,1961-01-01,71345935570.5127,,
Lao PDR,LAO,1961-01-01,,East Asia & Pacific,Lower middle income
Lebanon,LBN,1961-01-01,,Middle East & North Africa,Lower middle income
Liberia,LBR,1961-01-01,183920900.0,Sub-Saharan Africa,Low income
Libya,LBY,1961-01-01,443905612.037755,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1961-01-01,,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,1961-01-01,89709981773.9291,,
Least developed countries: UN classification,LDC,1961-01-01,29407704714.7092,,
Low income,LIC,1961-01-01,14789797831.6894,,
Liechtenstein,LIE,1961-01-01,,Europe & Central Asia,High income
Sri Lanka,LKA,1961-01-01,1444327731.09244,South Asia,Lower middle income
Lower middle income,LMC,1961-01-01,90809724342.6026,,
Low & middle income,LMY,1961-01-01,275467988962.025,,
Lesotho,LSO,1961-01-01,35699985.7200057,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1961-01-01,170099892398.301,,
Lithuania,LTU,1961-01-01,,Europe & Central Asia,High income
Luxembourg,LUX,1961-01-01,710163719.406917,Europe & Central Asia,High income
Latvia,LVA,1961-01-01,,Europe & Central Asia,High income
"Macao SAR, China",MAC,1961-01-01,,East Asia & Pacific,High income
St. Martin (French part),MAF,1961-01-01,,Latin America & Caribbean,High income
Morocco,MAR,1961-01-01,2025693539.55842,Middle East & North Africa,Lower middle income
Monaco,MCO,1961-01-01,,Europe & Central Asia,High income
Moldova,MDA,1961-01-01,,Europe & Central Asia,Upper middle income
Madagascar,MDG,1961-01-01,699161944.558097,Sub-Saharan Africa,Low income
Maldives,MDV,1961-01-01,,South Asia,Upper middle income
Middle East & North Africa,MEA,1961-01-01,26730873312.6987,,
Mexico,MEX,1961-01-01,14160000000.0,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1961-01-01,,East Asia & Pacific,Upper middle income
Middle income,MIC,1961-01-01,262100046400.545,,
North Macedonia,MKD,1961-01-01,,Europe & Central Asia,Upper middle income
Mali,MLI,1961-01-01,,Sub-Saharan Africa,Low income
Malta,MLT,1961-01-01,,Middle East & North Africa,High income
Myanmar,MMR,1961-01-01,605581577.287066,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1961-01-01,18550938512.682,,
Montenegro,MNE,1961-01-01,,Europe & Central Asia,Upper middle income
Mongolia,MNG,1961-01-01,,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,1961-01-01,,East Asia & Pacific,High income
Mozambique,MOZ,1961-01-01,,Sub-Saharan Africa,Low income
Mauritania,MRT,1961-01-01,159213430.204754,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1961-01-01,191757729.477729,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1961-01-01,,Sub-Saharan Africa,Low income
Malaysia,MYS,1961-01-01,1901856122.72231,East Asia & Pacific,Upper middle income
North America,NAC,1961-01-01,603055003182.732,,
Namibia,NAM,1961-01-01,,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1961-01-01,,East Asia & Pacific,High income
Niger,NER,1961-01-01,485785230.978987,Sub-Saharan Africa,Low income
Nigeria,NGA,1961-01-01,4467287893.08484,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1961-01-01,244144236.65331,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1961-01-01,14599836396.388,Europe & Central Asia,High income
Norway,NOR,1961-01-01,5669689210.3186,Europe & Central Asia,High income
Nepal,NPL,1961-01-01,531959561.62226,South Asia,Lower middle income
Nauru,NRU,1961-01-01,,East Asia & Pacific,High income
New Zealand,NZL,1961-01-01,5721995118.28133,East Asia & Pacific,High income
OECD members,OED,1961-01-01,1131592693045.78,,
Oman,OMN,1961-01-01,45634484.7987052,Middle East & North Africa,High income
Other small states,OSS,1961-01-01,,,
Pakistan,PAK,1961-01-01,4118647627.04746,South Asia,Lower middle income
Panama,PAN,1961-01-01,599026300.0,Latin America & Caribbean,High income
Peru,PER,1961-01-01,2897852693.27494,Latin America & Caribbean,Upper middle income
Philippines,PHL,1961-01-01,8171194424.94498,East Asia & Pacific,Lower middle income
Palau,PLW,1961-01-01,,East Asia & Pacific,High income
Papua New Guinea,PNG,1961-01-01,244832039.173126,East Asia & Pacific,Lower middle income
Poland,POL,1961-01-01,,Europe & Central Asia,High income
Pre-demographic dividend,PRE,1961-01-01,25267764846.1585,,
Puerto Rico,PRI,1961-01-01,1865100000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,1961-01-01,,East Asia & Pacific,Low income
Portugal,PRT,1961-01-01,3573719084.53354,Europe & Central Asia,High income
Paraguay,PRY,1961-01-01,322053713.15873,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1961-01-01,,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,1961-01-01,,,
Post-demographic dividend,PST,1961-01-01,1104130301310.45,,
French Polynesia,PYF,1961-01-01,,East Asia & Pacific,High income
Qatar,QAT,1961-01-01,,Middle East & North Africa,High income
Romania,ROU,1961-01-01,,Europe & Central Asia,High income
Russian Federation,RUS,1961-01-01,,Europe & Central Asia,High income
Rwanda,RWA,1961-01-01,122000016.0,Sub-Saharan Africa,Low income
South Asia,SAS,1961-01-01,50467431650.1184,,
Saudi Arabia,SAU,1961-01-01,1920811284.22222,Middle East & North Africa,High income
Sudan,SDN,1961-01-01,1222860428.55503,Sub-Saharan Africa,Low income
Senegal,SEN,1961-01-01,1058975256.97025,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1961-01-01,764629788.123689,East Asia & Pacific,High income
Solomon Islands,SLB,1961-01-01,,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1961-01-01,327834190.577094,Sub-Saharan Africa,Low income
El Salvador,SLV,1961-01-01,,Latin America & Caribbean,Upper middle income
San Marino,SMR,1961-01-01,,Europe & Central Asia,High income
Somalia,SOM,1961-01-01,191659914.376034,Sub-Saharan Africa,Low income
Serbia,SRB,1961-01-01,,Europe & Central Asia,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,1961-01-01,37518094290.3319,,
South Sudan,SSD,1961-01-01,,Sub-Saharan Africa,Low income
Sub-Saharan Africa,SSF,1961-01-01,37529010103.7958,,
Small states,SST,1961-01-01,,,
Sao Tome and Principe,STP,1961-01-01,,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1961-01-01,107700000.0,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1961-01-01,,Europe & Central Asia,High income
Slovenia,SVN,1961-01-01,,Europe & Central Asia,High income
Sweden,SWE,1961-01-01,17329819493.9904,Europe & Central Asia,High income
Eswatini,SWZ,1961-01-01,43026042.7895829,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1961-01-01,,Latin America & Caribbean,High income
Seychelles,SYC,1961-01-01,11592023.7636487,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1961-01-01,945244972.067039,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1961-01-01,,Latin America & Caribbean,High income
Chad,TCD,1961-01-01,333975336.110722,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1961-01-01,71066638102.6938,,
Europe & Central Asia (IDA & IBRD countries),TEC,1961-01-01,,,
Togo,TGO,1961-01-01,178497098.264275,Sub-Saharan Africa,Low income
Thailand,THA,1961-01-01,3034037810.96795,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1961-01-01,,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1961-01-01,,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,1961-01-01,84319336310.1369,,
Timor-Leste,TLS,1961-01-01,,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,1961-01-01,18379370219.3978,,
Tonga,TON,1961-01-01,,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,1961-01-01,50467431650.1184,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1961-01-01,37529010103.7958,,
Trinidad and Tobago,TTO,1961-01-01,584964620.678045,Latin America & Caribbean,High income
Tunisia,TUN,1961-01-01,866155428.571429,Middle East & North Africa,Lower middle income
Turkiye,TUR,1961-01-01,7988888888.88889,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1961-01-01,,East Asia & Pacific,Upper middle income
Tanzania,TZA,1961-01-01,2826179031.22839,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1961-01-01,441667334.611947,Sub-Saharan Africa,Low income
Ukraine,UKR,1961-01-01,,Europe & Central Asia,Upper middle income
Upper middle income,UMC,1961-01-01,170671429477.285,,
Uruguay,URY,1961-01-01,1547388781.43133,Latin America & Caribbean,High income
United States,USA,1961-01-01,561940310344.828,North America,High income
Uzbekistan,UZB,1961-01-01,,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1961-01-01,13999965.0000875,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1961-01-01,8067267030.61863,Latin America & Caribbean,
British Virgin Islands,VGB,1961-01-01,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1961-01-01,,Latin America & Caribbean,High income
Viet Nam,VNM,1961-01-01,,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1961-01-01,,East Asia & Pacific,Lower middle income
World,WLD,1961-01-01,1445950587026.22,,
Samoa,WSM,1961-01-01,,East Asia & Pacific,Lower middle income
Kosovo,XKX,1961-01-01,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1961-01-01,,Middle East & North Africa,Low income
South Africa,ZAF,1961-01-01,9225996309.60148,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1961-01-01,682359727.329053,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1961-01-01,1096646600.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1962-01-01,,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,1962-01-01,27078797298.7705,,
Afghanistan,AFG,1962-01-01,,South Asia,Low income
Africa Western and Central,AFW,1962-01-01,13630758805.127,,
Angola,AGO,1962-01-01,,Sub-Saharan Africa,Lower middle income
Albania,ALB,1962-01-01,,Europe & Central Asia,Upper middle income
Andorra,AND,1962-01-01,,Europe & Central Asia,High income
Arab World,ARB,1962-01-01,20327670691.7473,,
United Arab Emirates,ARE,1962-01-01,,Middle East & North Africa,High income
Argentina,ARG,1962-01-01,24450604877.6081,Latin America & Caribbean,Upper middle income
Armenia,ARM,1962-01-01,,Europe & Central Asia,Upper middle income
American Samoa,ASM,1962-01-01,,East Asia & Pacific,High income
Antigua and Barbuda,ATG,1962-01-01,,Latin America & Caribbean,High income
Australia,AUS,1962-01-01,19923683187.7893,East Asia & Pacific,High income
Austria,AUT,1962-01-01,7793042529.15992,Europe & Central Asia,High income
Azerbaijan,AZE,1962-01-01,,Europe & Central Asia,Upper middle income
Burundi,BDI,1962-01-01,213500005.79077,Sub-Saharan Africa,Low income
Belgium,BEL,1962-01-01,13436827166.5187,Europe & Central Asia,High income
Benin,BEN,1962-01-01,236434954.038578,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1962-01-01,379567099.249422,Sub-Saharan Africa,Low income
Bangladesh,BGD,1962-01-01,5081413541.66667,South Asia,Lower middle income
Bulgaria,BGR,1962-01-01,,Europe & Central Asia,High income
Bahrain,BHR,1962-01-01,,Middle East & North Africa,High income
"Bahamas, The",BHS,1962-01-01,212169992.36188,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1962-01-01,,Europe & Central Asia,Upper middle income
Belarus,BLR,1962-01-01,,Europe & Central Asia,Upper middle income
Belize,BLZ,1962-01-01,31857591.8575919,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1962-01-01,80700000.0,North America,High income
Bolivia,BOL,1962-01-01,443916666.666667,Latin America & Caribbean,Lower middle income
Brazil,BRA,1962-01-01,19231747851.5332,Latin America & Caribbean,Upper middle income
Barbados,BRB,1962-01-01,88782583.4232151,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1962-01-01,,East Asia & Pacific,High income
Bhutan,BTN,1962-01-01,,South Asia,Lower middle income
Botswana,BWA,1962-01-01,35644956.6430429,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1962-01-01,124482773.83306,Sub-Saharan Africa,Low income
Canada,CAN,1962-01-01,42336211555.8268,North America,High income
Central Europe and the Baltics,CEB,1962-01-01,,,
Switzerland,CHE,1962-01-01,12989649694.2812,Europe & Central Asia,High income
Channel Islands,CHI,1962-01-01,,Europe & Central Asia,High income
Chile,CHL,1962-01-01,5631285444.2344,Latin America & Caribbean,High income
China,CHN,1962-01-01,47209186415.3555,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1962-01-01,645284473.733691,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1962-01-01,694247864.3789,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1962-01-01,3779841428.57143,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1962-01-01,166521239.650243,Sub-Saharan Africa,Lower middle income
Colombia,COL,1962-01-01,4955538218.81618,Latin America & Caribbean,Upper middle income
Comoros,COM,1962-01-01,,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1962-01-01,,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1962-01-01,479180824.348506,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,1962-01-01,750604794.623785,,
Cuba,CUB,1962-01-01,,Latin America & Caribbean,Upper middle income
Curacao,CUW,1962-01-01,,Latin America & Caribbean,High income
Cayman Islands,CYM,1962-01-01,,Latin America & Caribbean,High income
Cyprus,CYP,1962-01-01,,Europe & Central Asia,High income
Czechia,CZE,1962-01-01,,Europe & Central Asia,High income
Germany,DEU,1962-01-01,105895435234.343,Europe & Central Asia,High income
Djibouti,DJI,1962-01-01,,Middle East & North Africa,Lower middle income
Dominica,DMA,1962-01-01,,Latin America & Caribbean,Upper middle income
Denmark,DNK,1962-01-01,7953274741.29303,Europe & Central Asia,High income
Dominican Republic,DOM,1962-01-01,824100000.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,1962-01-01,2001444543.91885,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,1962-01-01,64884938431.8406,,
Early-demographic dividend,EAR,1962-01-01,165738639752.642,,
East Asia & Pacific,EAS,1962-01-01,162133212500.346,,
Europe & Central Asia (excluding high income),ECA,1962-01-01,,,
Europe & Central Asia,ECS,1962-01-01,513039887672.594,,
Ecuador,ECU,1962-01-01,1518207703.48997,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1962-01-01,4035461921.91963,Middle East & North Africa,Lower middle income
Euro area,EMU,1962-01-01,309382572881.59,,
Eritrea,ERI,1962-01-01,,Sub-Saharan Africa,Low income
Spain,ESP,1962-01-01,16609632790.5843,Europe & Central Asia,High income
Estonia,EST,1962-01-01,,Europe & Central Asia,High income
Ethiopia,ETH,1962-01-01,1747566307.0997,Sub-Saharan Africa,Low income
European Union,EUU,1962-01-01,349909662392.141,,
Fragile and conflict affected situations,FCS,1962-01-01,39417208511.7769,,
Finland,FIN,1962-01-01,6407796042.70357,Europe & Central Asia,High income
Fiji,FJI,1962-01-01,122906434.957814,East Asia & Pacific,Upper middle income
France,FRA,1962-01-01,74888595285.8833,Europe & Central Asia,High income
Faroe Islands,FRO,1962-01-01,,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1962-01-01,,East Asia & Pacific,Lower middle income
Gabon,GAB,1962-01-01,182796536.266025,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1962-01-01,81247564156.8246,Europe & Central Asia,High income
Georgia,GEO,1962-01-01,,Europe & Central Asia,Upper middle income
Ghana,GHA,1962-01-01,1382515654.47343,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1962-01-01,,Europe & Central Asia,High income
Guinea,GIN,1962-01-01,,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1962-01-01,,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1962-01-01,,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1962-01-01,37253333.3333333,Sub-Saharan Africa,Upper middle income
Greece,GRC,1962-01-01,5140542929.42067,Europe & Central Asia,High income
Grenada,GRD,1962-01-01,,Latin America & Caribbean,Upper middle income
Greenland,GRL,1962-01-01,,Europe & Central Asia,High income
Guatemala,GTM,1962-01-01,1143600000.0,Latin America & Caribbean,Upper middle income
Guam,GUM,1962-01-01,,East Asia & Pacific,High income
Guyana,GUY,1962-01-01,194949512.626218,Latin America & Caribbean,High income
High income,HIC,1962-01-01,1260147954624.24,,
"Hong Kong SAR, China",HKG,1962-01-01,1612346412.26475,East Asia & Pacific,High income
Honduras,HND,1962-01-01,387750000.0,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1962-01-01,24435087668.3335,,
Croatia,HRV,1962-01-01,,Europe & Central Asia,High income
Haiti,HTI,1962-01-01,281896800.0,Latin America & Caribbean,Lower middle income
Hungary,HUN,1962-01-01,,Europe & Central Asia,High income
IBRD only,IBD,1962-01-01,322057205168.551,,
IDA & IBRD total,IBT,1962-01-01,373895791767.962,,
IDA total,IDA,1962-01-01,49174101280.0692,,
IDA blend,IDB,1962-01-01,13604070957.801,,
Indonesia,IDN,1962-01-01,,East Asia & Pacific,Upper middle income
IDA only,IDX,1962-01-01,36658956625.1644,,
Isle of Man,IMN,1962-01-01,,Europe & Central Asia,High income
India,IND,1962-01-01,42161481858.0819,South Asia,Lower middle income
Not classified,INX,1962-01-01,,,
Ireland,IRL,1962-01-01,2329372971.89171,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1962-01-01,4693566416.48845,Middle East & North Africa,Upper middle income
Iraq,IRQ,1962-01-01,1784174540.73018,Middle East & North Africa,Upper middle income
Iceland,ISL,1962-01-01,289200704.382542,Europe & Central Asia,High income
Israel,ISR,1962-01-01,2960588778.14489,Middle East & North Africa,High income
Italy,ITA,1962-01-01,52413872628.0045,Europe & Central Asia,High income
Jamaica,JAM,1962-01-01,777727688.908924,Latin America & Caribbean,Upper middle income
